state,date,precipitation
PR,30/09/2008,44.5
PR,31/10/2008,278.3
PR,30/11/2008,81.6
PR,31/12/2008,65.3
PR,31/01/2009,223.7
PR,28/02/2009,124.9
PR,31/03/2009,107.4
PR,30/04/2009,52.6
PR,31/05/2009,81.2
PR,30/06/2009,71.2
PR,31/07/2009,247.3
PR,31/08/2009,89.4
PR,30/09/2009,334.3
PR,31/10/2009,161.4
PR,30/11/2009,203.5
PR,31/12/2009,177.1
PR,31/01/2010,436.9
PR,28/02/2010,178.7
PR,31/03/2010,208.8
PR,30/04/2010,207.3
PR,31/05/2010,104.7
PR,30/06/2010,86.4
PR,31/07/2010,132.9
PR,31/08/2010,47.1
PR,30/09/2010,55.0
PR,31/10/2010,152.5
PR,30/11/2010,98.6
PR,31/12/2010,322.1
PR,31/01/2011,338.8
PR,28/02/2011,293.1
PR,31/03/2011,75.6
PR,30/04/2011,108.2
PR,31/05/2011,33.6
PR,30/06/2011,108.8
PR,31/07/2011,147.1
PR,31/08/2011,260.9
PR,30/09/2011,59.9
PR,31/10/2011,191.9
PR,30/11/2011,68.0
PR,31/12/2011,128.6
PR,31/01/2012,121.0
PR,29/02/2012,198.8
PR,31/03/2012,48.0
PR,30/04/2012,182.9
PR,31/05/2012,61.8
PR,30/06/2012,225.5
PR,31/07/2012,108.9
PR,31/08/2012,31.5
PR,30/09/2012,62.8
PR,31/10/2012,160.1
PR,30/11/2012,69.4
PR,31/12/2012,254.6
PR,31/01/2013,77.6
PR,28/02/2013,197.7
PR,31/03/2013,134.4
PR,30/04/2013,50.8
PR,31/05/2013,69.5
PR,30/06/2013,308.9
PR,31/07/2013,181.8
PR,31/08/2013,39.4
PR,30/09/2013,197.0
PR,31/10/2013,103.5
PR,30/11/2013,96.5
PR,31/12/2013,49.2
PR,31/01/2014,242.5
PR,28/02/2014,110.2
PR,31/03/2014,232.0
PR,30/04/2014,81.0
PR,31/05/2014,87.1
PR,30/06/2014,210.4
PR,31/07/2014,49.0
PR,31/08/2014,62.7
PR,30/09/2014,176.4
PR,31/10/2014,116.8
PR,30/11/2014,203.2
PR,31/12/2014,155.6
PR,31/01/2015,180.5
PR,28/02/2015,243.1
PR,31/03/2015,193.7
PR,30/04/2015,52.2
PR,31/05/2015,115.1
PR,30/06/2015,82.2
PR,31/07/2015,189.5
PR,31/08/2015,26.0
PR,30/09/2015,129.7
PR,31/10/2015,246.7
PR,30/11/2015,241.2
PR,31/12/2015,259.5
PR,31/01/2016,164.3
PR,29/02/2016,295.8
PR,31/03/2016,92.8
PR,30/04/2016,142.7
PR,31/05/2016,142.3
PR,30/06/2016,130.9
PR,31/07/2016,117.1
PR,31/08/2016,172.3
PR,30/09/2016,95.0
PR,31/10/2016,172.1
PR,30/11/2016,102.7
PR,31/12/2016,76.0
PR,31/01/2017,191.2
PR,28/02/2017,86.7
PR,31/03/2017,40.0
PR,30/04/2017,69.0
PR,31/05/2017,88.1
PR,30/06/2017,181.3
PR,31/07/2017,7.8
PR,31/08/2017,92.9
PR,30/09/2017,36.2
PR,31/10/2017,212.2
PR,30/11/2017,129.4
MA,31/01/1998,306.7
MA,28/02/1998,58.8
MA,31/03/1998,366.1
MA,30/04/1998,246.6
MA,31/05/1998,144.4
MA,30/06/1998,128.2
MA,31/07/1998,152.4
MA,31/08/1998,2.7
MA,30/09/1998,0.0
MA,31/10/1998,0.0
MA,30/11/1998,0.3
MA,31/12/1998,53.6
MA,31/01/1999,135.7
MA,28/02/1999,375.0
MA,31/03/1999,660.8
MA,30/04/1999,474.4
MA,31/05/1999,241.9
MA,30/06/1999,171.0
MA,31/07/1999,131.0
MA,31/08/1999,44.1
MA,30/09/1999,0.1
MA,31/10/1999,1.1
MA,30/11/1999,0.0
MA,31/12/1999,131.1
MA,31/01/2000,267.1
MA,29/02/2000,392.1
MA,31/03/2000,606.0
MA,30/04/2000,609.6
MA,31/05/2000,422.2
MA,30/06/2000,146.1
MA,31/07/2000,202.1
MA,31/08/2000,63.9
MA,30/09/2000,12.6
MA,31/10/2000,0.0
MA,30/11/2000,0.2
MA,31/12/2000,43.3
MA,31/01/2001,336.2
MA,28/02/2001,445.4
MA,31/03/2001,370.7
MA,30/04/2001,590.1
MA,31/05/2001,201.8
MA,30/06/2001,327.2
MA,31/07/2001,150.2
MA,31/08/2001,0.5
MA,30/09/2001,7.4
MA,31/10/2001,0.0
MA,30/11/2001,6.1
MA,31/12/2001,44.0
MA,31/01/2002,345.6
MA,28/02/2002,83.4
MA,31/03/2002,314.1
MA,30/04/2002,489.3
MA,31/05/2002,295.4
MA,30/06/2002,237.0
MA,31/07/2002,42.3
MA,31/08/2002,4.6
MA,30/09/2002,0.0
MA,31/10/2002,0.0
MA,30/11/2002,29.3
MA,31/12/2002,47.4
MA,31/01/2003,359.1
MA,28/02/2003,491.1
MA,31/03/2003,570.2
MA,30/04/2003,428.8
MA,31/05/2003,207.7
MA,30/06/2003,148.0
MA,31/07/2003,64.6
MA,31/08/2003,34.4
MA,30/09/2003,5.9
MA,31/10/2003,0.2
MA,30/11/2003,4.7
MA,31/12/2003,55.8
MA,31/01/2004,445.7
MA,29/02/2004,485.4
MA,31/03/2004,388.0
MA,30/04/2004,452.9
MA,31/05/2004,183.5
MA,30/06/2004,213.1
MA,31/07/2004,233.0
MA,31/08/2004,83.9
MA,30/09/2004,1.5
MA,31/10/2004,0.0
MA,30/11/2004,3.2
MA,31/12/2004,6.6
MA,31/01/2005,33.1
MA,28/02/2005,230.8
MA,31/03/2005,350.4
MA,30/04/2005,371.4
MA,31/05/2005,219.6
MA,30/06/2005,256.5
MA,31/07/2005,166.4
MA,31/08/2005,12.8
MA,30/09/2005,0.0
MA,31/10/2005,0.2
MA,30/11/2005,4.0
MA,31/12/2005,158.1
MA,31/01/2006,189.9
MA,28/02/2006,277.5
MA,31/03/2006,369.2
MA,30/04/2006,537.3
MA,31/05/2006,536.1
MA,30/06/2006,261.9
MA,31/07/2006,63.2
MA,31/08/2006,67.0
MA,30/09/2006,2.3
MA,31/10/2006,0.0
MA,30/11/2006,9.3
MA,31/12/2006,40.5
MA,31/01/2007,16.3
MA,28/02/2007,545.1
MA,31/03/2007,457.4
MA,30/04/2007,348.6
MA,31/05/2007,286.1
MA,30/06/2007,61.4
MA,31/07/2007,136.3
MA,31/08/2007,0.2
MA,30/09/2007,2.2
MA,31/10/2007,1.0
MA,30/11/2007,2.4
MA,31/12/2007,42.0
MA,31/01/2008,124.4
MA,29/02/2008,413.5
MA,31/03/2008,584.5
MA,30/04/2008,607.0
MA,31/05/2008,314.2
MA,30/06/2008,380.0
MA,31/07/2008,104.9
MA,31/08/2008,51.4
MA,30/09/2008,0.4
MA,31/10/2008,0.4
MA,30/11/2008,0.6
MA,31/12/2008,18.5
MA,31/01/2009,375.8
MA,28/02/2009,367.2
MA,31/03/2009,565.4
MA,30/04/2009,767.1
MA,31/05/2009,467.7
MA,30/06/2009,207.6
MA,31/07/2009,71.8
MA,31/08/2009,12.3
MA,30/09/2009,0.0
MA,31/10/2009,0.0
MA,30/11/2009,2.6
MA,31/12/2009,10.3
MA,31/01/2010,108.2
MA,28/02/2010,121.5
MA,31/03/2010,316.9
MA,30/04/2010,393.7
MA,31/05/2010,377.5
MA,30/06/2010,218.3
MA,31/07/2010,105.2
MA,31/08/2010,7.0
MA,30/09/2010,0.4
MA,31/10/2010,0.0
MA,30/11/2010,16.2
MA,31/12/2010,90.7
MA,31/01/2011,490.3
MA,28/02/2011,457.4
MA,31/03/2011,430.9
MA,30/04/2011,621.7
MA,31/05/2011,310.8
MA,30/06/2011,166.8
MA,31/07/2011,128.0
MA,31/08/2011,38.7
MA,30/09/2011,0.0
MA,31/10/2011,61.6
MA,30/11/2011,6.5
MA,31/12/2011,0.6
MA,31/01/2012,102.4
MA,29/02/2012,238.1
MA,31/03/2012,331.7
MA,30/04/2012,249.5
MA,31/05/2012,86.4
MA,30/06/2012,50.8
MA,31/07/2012,60.5
MA,31/08/2012,11.2
MA,30/09/2012,0.2
MA,31/10/2012,0.0
MA,30/11/2012,1.6
MA,31/12/2012,0.8
MA,31/01/2013,60.0
MA,28/02/2013,279.4
MA,31/03/2013,319.1
MA,30/04/2013,267.8
MA,31/05/2013,186.3
MA,30/06/2013,203.4
MA,31/07/2013,203.7
MA,31/08/2013,15.0
MA,30/09/2013,4.4
MA,31/10/2013,0.8
MA,30/11/2013,13.8
MA,31/12/2013,40.5
MA,31/01/2014,149.6
MA,28/02/2014,251.0
MA,31/03/2014,161.0
MA,30/04/2014,244.3
MA,31/05/2014,760.7
MA,30/06/2014,185.5
MA,31/07/2014,44.3
MA,31/08/2014,3.8
MA,30/09/2014,0.5
MA,31/10/2014,2.2
MA,30/11/2014,1.8
MA,31/12/2014,29.2
MA,31/01/2015,30.2
MA,28/02/2015,90.7
MA,31/03/2015,425.9
MA,30/04/2015,366.5
MA,31/05/2015,399.7
MA,30/06/2015,106.7
MA,31/07/2015,75.9
MA,31/08/2015,0.0
MA,30/09/2015,0.0
MA,31/10/2015,0.0
MA,30/11/2015,0.3
MA,31/12/2015,11.3
MA,31/01/2016,204.5
MA,29/02/2016,140.8
MA,31/03/2016,362.1
MA,30/04/2016,327.4
MA,31/05/2016,264.9
MA,30/06/2016,133.4
MA,31/07/2016,52.1
MA,31/08/2016,13.4
MA,30/09/2016,1.8
MA,31/10/2016,0.0
MA,30/11/2016,0.0
MA,31/12/2016,42.9
MA,31/01/2017,380.0
MA,28/02/2017,355.4
MA,31/03/2017,442.8
MA,30/04/2017,362.1
MA,31/05/2017,329.9
MA,30/06/2017,120.6
MA,31/07/2017,201.4
MA,31/08/2017,4.8
MA,30/09/2017,0.0
MA,31/10/2017,1.2
MA,30/11/2017,0.6
AP,31/01/1998,253.5
AP,28/02/1998,309.3
AP,31/03/1998,428.7
AP,30/04/1998,287.6
AP,31/05/1998,221.9
AP,30/06/1998,207.2
AP,31/07/1998,113.5
AP,31/08/1998,88.2
AP,30/09/1998,3.2
AP,31/10/1998,4.1
AP,30/11/1998,143.2
AP,31/12/1998,214.6
AP,31/01/1999,320.0
AP,28/02/1999,424.5
AP,31/03/1999,484.7
AP,30/04/1999,357.2
AP,31/05/1999,306.4
AP,30/06/1999,246.5
AP,31/07/1999,171.5
AP,31/08/1999,147.4
AP,30/09/1999,37.7
AP,31/10/1999,12.9
AP,30/11/1999,10.4
AP,31/12/1999,188.1
AP,31/01/2000,309.6
AP,29/02/2000,294.1
AP,31/03/2000,443.1
AP,30/04/2000,362.7
AP,31/05/2000,465.1
AP,30/06/2000,265.5
AP,31/07/2000,303.6
AP,31/08/2000,88.0
AP,30/09/2000,59.1
AP,31/10/2000,26.6
AP,30/11/2000,42.3
AP,31/12/2000,42.1
AP,31/01/2001,442.4
AP,28/02/2001,331.8
AP,31/03/2001,156.8
AP,30/04/2001,271.6
AP,31/05/2001,251.2
AP,30/06/2001,352.2
AP,31/07/2001,131.4
AP,31/08/2001,24.3
AP,30/09/2001,8.0
AP,31/10/2001,46.3
AP,30/11/2001,7.3
AP,31/12/2001,90.5
AP,31/01/2002,240.3
AP,28/02/2002,364.7
AP,31/03/2002,492.3
AP,30/04/2002,383.6
AP,31/05/2002,441.3
AP,30/06/2002,231.4
AP,31/07/2002,120.3
AP,31/08/2002,59.9
AP,30/09/2002,0.8
AP,31/10/2002,0.8
AP,30/11/2002,16.6
AP,31/12/2002,136.1
AP,31/01/2003,88.0
AP,28/02/2003,365.3
AP,31/03/2003,325.8
AP,30/04/2003,274.5
AP,31/05/2003,215.9
AP,30/06/2003,166.7
AP,31/07/2003,266.0
AP,31/08/2003,20.2
AP,30/09/2003,41.2
AP,31/10/2003,17.2
AP,30/11/2003,11.7
AP,31/12/2003,128.8
AP,31/01/2004,182.8
AP,29/02/2004,679.2
AP,31/03/2004,501.3
AP,30/04/2004,356.2
AP,31/05/2004,329.8
AP,30/06/2004,174.9
AP,31/07/2004,191.1
AP,31/08/2004,146.1
AP,30/09/2004,34.4
AP,31/10/2004,0.4
AP,30/11/2004,0.0
AP,31/12/2004,105.1
AP,31/01/2005,169.7
AP,28/02/2005,455.8
AP,31/03/2005,330.8
AP,30/04/2005,282.6
AP,31/05/2005,258.8
AP,30/06/2005,210.4
AP,31/07/2005,310.2
AP,31/08/2005,116.8
AP,30/09/2005,0.7
AP,31/10/2005,41.6
AP,30/11/2005,25.4
AP,31/12/2005,388.7
AP,31/01/2006,424.8
AP,28/02/2006,312.5
AP,31/03/2006,436.9
AP,30/04/2006,203.8
AP,31/05/2006,292.6
AP,30/06/2006,412.6
AP,31/07/2006,264.6
AP,31/08/2006,100.8
AP,30/09/2006,45.4
AP,31/10/2006,11.0
AP,30/11/2006,144.9
AP,31/12/2006,170.1
AP,31/01/2007,64.6
AP,28/02/2007,209.8
AP,31/03/2007,509.6
AP,30/04/2007,550.9
AP,31/05/2007,336.8
AP,30/06/2007,234.9
AP,31/07/2007,232.6
AP,31/08/2007,165.1
AP,30/09/2007,19.1
AP,31/10/2007,59.5
AP,30/11/2007,3.3
AP,31/12/2007,309.1
AP,31/01/2008,239.8
AP,29/02/2008,268.7
AP,31/03/2008,376.3
AP,30/04/2008,334.3
AP,31/05/2008,261.6
AP,30/06/2008,192.1
AP,31/07/2008,172.6
AP,31/08/2008,30.6
AP,30/09/2008,25.2
AP,31/10/2008,89.7
AP,30/11/2008,15.8
AP,31/12/2008,346.6
AP,31/01/2009,339.2
AP,28/02/2009,522.7
AP,31/03/2009,316.2
AP,30/04/2009,363.7
AP,31/05/2009,317.2
AP,30/06/2009,286.2
AP,31/07/2009,150.9
AP,31/08/2009,67.0
AP,30/09/2009,1.1
AP,31/10/2009,9.2
AP,30/11/2009,0.2
AP,31/12/2009,134.4
AP,31/01/2010,281.2
AP,28/02/2010,206.9
AP,31/03/2010,214.7
AP,30/04/2010,401.9
AP,31/05/2010,345.6
AP,30/06/2010,286.7
AP,31/07/2010,115.4
AP,31/08/2010,155.3
AP,30/09/2010,33.6
AP,31/10/2010,91.8
AP,30/11/2010,79.6
AP,31/12/2010,202.9
AP,31/01/2011,253.9
AP,28/02/2011,371.6
AP,31/03/2011,456.2
AP,30/04/2011,242.2
AP,31/05/2011,377.4
AP,30/06/2011,270.0
AP,31/07/2011,325.4
AP,31/08/2011,95.2
AP,30/09/2011,0.1
AP,31/10/2011,129.7
AP,30/11/2011,28.4
AP,31/12/2011,7.6
AP,31/01/2012,206.6
AP,29/02/2012,381.6
AP,31/03/2012,465.9
AP,30/04/2012,273.7
AP,31/05/2012,256.9
AP,30/06/2012,130.2
AP,31/07/2012,214.0
AP,31/08/2012,77.2
AP,30/09/2012,10.0
AP,31/10/2012,9.6
AP,30/11/2012,16.4
AP,31/12/2012,111.2
AP,31/01/2013,328.8
AP,28/02/2013,427.4
AP,31/03/2013,387.7
AP,30/04/2013,516.5
AP,31/05/2013,461.2
AP,30/06/2013,179.7
AP,31/07/2013,251.7
AP,31/08/2013,160.5
AP,30/09/2013,18.0
AP,31/10/2013,16.3
AP,30/11/2013,26.3
AP,31/12/2013,78.5
AP,31/01/2014,170.2
AP,28/02/2014,494.1
AP,31/03/2014,335.8
AP,30/04/2014,452.3
AP,31/05/2014,271.1
AP,30/06/2014,428.9
AP,31/07/2014,155.3
AP,31/08/2014,91.3
AP,30/09/2014,78.8
AP,31/10/2014,15.6
AP,30/11/2014,2.5
AP,31/12/2014,32.8
AP,31/01/2015,174.9
AP,28/02/2015,249.7
AP,31/03/2015,554.2
AP,30/04/2015,584.5
AP,31/05/2015,375.9
AP,30/06/2015,256.7
AP,31/07/2015,114.2
AP,31/08/2015,85.1
AP,30/09/2015,0.0
AP,31/10/2015,0.0
AP,30/11/2015,0.0
AP,31/12/2015,26.6
AP,31/01/2016,116.3
AP,29/02/2016,528.2
AP,31/03/2016,476.4
AP,30/04/2016,491.6
AP,31/05/2016,155.8
AP,30/06/2016,203.0
AP,31/07/2016,163.9
AP,31/08/2016,53.7
AP,30/09/2016,26.1
AP,31/10/2016,0.2
AP,31/12/2016,274.8
AP,31/01/2017,219.8
AP,28/02/2017,416.1
AP,31/03/2017,421.1
AP,30/04/2017,259.6
AP,31/05/2017,214.7
AP,30/06/2017,234.2
AP,31/07/2017,242.1
AP,31/08/2017,59.8
AP,30/09/2017,70.7
AP,31/10/2017,0.0
AP,30/11/2017,1.3
RJ,31/05/2002,99.8
RJ,30/06/2002,63.8
RJ,31/07/2002,21.0
RJ,31/08/2002,10.6
RJ,30/09/2002,88.8
RJ,31/10/2002,26.0
RJ,30/11/2002,144.4
RJ,31/12/2002,242.8
RJ,31/01/2003,250.4
RJ,28/02/2003,6.4
RJ,31/03/2003,257.1
RJ,30/04/2003,101.3
RJ,31/05/2003,45.4
RJ,30/06/2003,32.9
RJ,31/07/2003,19.8
RJ,31/08/2003,125.2
RJ,30/09/2003,80.3
RJ,31/10/2003,171.4
RJ,30/11/2003,228.2
RJ,31/12/2003,90.4
RJ,31/01/2004,113.2
RJ,29/02/2004,141.5
RJ,31/03/2004,66.7
RJ,30/04/2004,99.5
RJ,31/05/2004,45.3
RJ,30/06/2004,26.5
RJ,31/07/2004,166.2
RJ,31/08/2004,17.1
RJ,30/09/2004,14.4
RJ,31/10/2004,69.7
RJ,30/11/2004,168.5
RJ,31/12/2004,145.0
RJ,31/01/2005,180.9
RJ,28/02/2005,177.8
RJ,31/03/2005,141.7
RJ,30/04/2005,109.7
RJ,31/05/2005,83.5
RJ,30/06/2005,45.1
RJ,31/07/2005,80.7
RJ,31/08/2005,5.7
RJ,30/09/2005,129.6
RJ,31/10/2005,129.8
RJ,30/11/2005,150.5
RJ,31/12/2005,183.1
RJ,31/01/2006,225.1
RJ,28/02/2006,133.4
RJ,31/03/2006,56.4
RJ,30/04/2006,94.0
RJ,31/05/2006,98.0
RJ,30/06/2006,56.8
RJ,31/07/2006,22.6
RJ,31/08/2006,33.1
RJ,30/09/2006,91.8
RJ,31/10/2006,104.3
RJ,30/11/2006,165.6
RJ,31/12/2006,30.6
RJ,31/01/2007,58.0
RJ,28/02/2007,90.0
RJ,31/03/2007,7.6
RJ,30/04/2007,41.2
RJ,31/05/2007,103.6
RJ,30/06/2007,44.3
RJ,31/07/2007,40.5
RJ,31/08/2007,7.2
RJ,30/09/2007,13.0
RJ,31/10/2007,194.1
RJ,30/11/2007,126.5
RJ,31/12/2007,178.8
RJ,31/01/2008,117.6
RJ,29/02/2008,131.7
RJ,31/03/2008,173.2
RJ,30/04/2008,94.5
RJ,31/05/2008,57.0
RJ,30/06/2008,50.4
RJ,31/07/2008,43.9
RJ,31/08/2008,51.6
RJ,30/09/2008,86.8
RJ,31/10/2008,72.9
RJ,30/11/2008,197.7
RJ,31/12/2008,130.7
RJ,31/01/2009,211.2
RJ,28/02/2009,76.9
RJ,31/03/2009,114.6
RJ,30/04/2009,97.2
RJ,31/05/2009,51.0
RJ,30/06/2009,61.4
RJ,31/07/2009,62.5
RJ,31/08/2009,28.9
RJ,30/09/2009,86.9
RJ,31/10/2009,176.7
RJ,30/11/2009,132.1
RJ,31/12/2009,287.5
RJ,31/01/2010,287.5
RJ,28/02/2010,87.3
RJ,31/03/2010,325.7
RJ,30/04/2010,280.4
RJ,31/05/2010,45.3
RJ,30/06/2010,42.7
RJ,31/07/2010,79.0
RJ,31/08/2010,20.9
RJ,30/09/2010,36.9
RJ,31/10/2010,118.5
RJ,30/11/2010,67.3
RJ,31/12/2010,291.6
RJ,31/01/2011,78.7
RJ,28/02/2011,8.5
RJ,31/03/2011,100.6
RJ,30/04/2011,164.5
RJ,31/05/2011,118.1
RJ,30/06/2011,32.7
RJ,31/07/2011,16.1
RJ,31/08/2011,9.3
RJ,30/09/2011,40.8
RJ,31/10/2011,109.8
RJ,30/11/2011,93.3
RJ,31/12/2011,116.1
RJ,31/01/2012,220.9
RJ,29/02/2012,62.8
RJ,31/03/2012,84.1
RJ,30/04/2012,45.4
RJ,31/05/2012,128.8
RJ,30/06/2012,71.1
RJ,31/07/2012,26.2
RJ,31/08/2012,17.9
RJ,30/09/2012,87.9
RJ,31/10/2012,66.4
RJ,30/11/2012,93.2
RJ,31/12/2012,37.0
RJ,31/01/2013,334.7
RJ,28/02/2013,78.1
RJ,31/03/2013,228.2
RJ,30/04/2013,78.4
RJ,31/05/2013,68.8
RJ,30/06/2013,25.3
RJ,31/07/2013,101.1
RJ,31/08/2013,5.6
RJ,30/09/2013,62.7
RJ,31/10/2013,61.1
RJ,30/11/2013,111.6
RJ,31/12/2013,185.6
RJ,31/01/2014,58.1
RJ,28/02/2014,9.1
RJ,31/03/2014,80.5
RJ,30/04/2014,100.4
RJ,31/05/2014,26.7
RJ,30/06/2014,42.7
RJ,31/07/2014,87.5
RJ,31/08/2014,18.1
RJ,30/09/2014,29.6
RJ,31/10/2014,28.4
RJ,30/11/2014,59.0
RJ,31/12/2014,44.9
RJ,31/01/2015,39.2
RJ,28/02/2015,79.3
RJ,31/03/2015,158.3
RJ,30/04/2015,52.7
RJ,31/05/2015,64.2
RJ,30/06/2015,65.5
RJ,31/07/2015,11.4
RJ,31/08/2015,4.1
RJ,30/09/2015,81.2
RJ,31/10/2015,10.6
RJ,30/11/2015,162.1
RJ,31/12/2015,106.8
RJ,31/01/2016,171.6
RJ,29/02/2016,118.3
RJ,31/03/2016,205.0
RJ,30/04/2016,5.7
RJ,31/05/2016,53.5
RJ,30/06/2016,81.7
RJ,31/07/2016,1.5
RJ,31/08/2016,31.2
RJ,30/09/2016,40.5
RJ,31/10/2016,49.8
RJ,30/11/2016,164.9
RJ,31/12/2016,103.8
RJ,31/01/2017,48.9
RJ,28/02/2017,23.0
RJ,31/03/2017,90.6
RJ,30/04/2017,28.0
AC,31/01/1998,335.5
AC,28/02/1998,299.4
AC,31/03/1998,396.7
AC,30/04/1998,102.7
AC,31/05/1998,19.0
AC,30/06/1998,5.0
AC,31/07/1998,38.6
AC,31/08/1998,63.0
AC,30/09/1998,61.6
AC,31/10/1998,265.6
AC,30/11/1998,304.8
AC,31/12/1998,404.2
AC,31/01/1999,463.6
AC,28/02/1999,209.1
AC,31/03/1999,222.2
AC,30/04/1999,188.5
AC,31/05/1999,134.3
AC,30/06/1999,52.7
AC,31/07/1999,42.8
AC,31/08/1999,81.4
AC,30/09/1999,185.5
AC,31/10/1999,163.2
AC,30/11/1999,158.7
AC,31/12/1999,280.2
AC,31/01/2000,188.8
AC,29/02/2000,258.4
AC,31/03/2000,151.2
AC,30/04/2000,244.6
AC,31/05/2000,60.2
AC,30/06/2000,8.9
AC,31/07/2000,54.2
AC,31/08/2000,29.4
AC,30/09/2000,140.1
AC,31/10/2000,168.9
AC,30/11/2000,187.2
AC,31/12/2000,211.6
AC,31/01/2001,317.2
AC,28/02/2001,220.7
AC,31/03/2001,361.5
AC,30/04/2001,199.9
AC,31/05/2001,125.9
AC,30/06/2001,41.8
AC,31/07/2001,36.8
AC,31/08/2001,2.5
AC,30/09/2001,25.7
AC,31/10/2001,148.7
AC,30/11/2001,159.5
AC,31/12/2001,286.7
AC,31/01/2002,217.3
AC,28/02/2002,323.5
AC,31/03/2002,225.5
AC,30/04/2002,261.3
AC,31/05/2002,104.3
AC,30/06/2002,45.0
AC,31/07/2002,16.7
AC,31/08/2002,124.7
AC,30/09/2002,45.5
AC,31/10/2002,173.3
AC,30/11/2002,126.9
AC,31/12/2002,245.9
AC,31/01/2003,286.5
AC,28/02/2003,266.5
AC,31/03/2003,246.3
AC,30/04/2003,172.6
AC,31/05/2003,131.6
AC,30/06/2003,28.2
AC,31/07/2003,17.0
AC,31/08/2003,93.0
AC,30/09/2003,155.9
AC,31/10/2003,36.2
AC,30/11/2003,116.7
AC,31/12/2003,246.6
AC,31/01/2004,214.5
AC,29/02/2004,271.6
AC,31/03/2004,469.5
AC,30/04/2004,104.2
AC,31/05/2004,123.7
AC,30/06/2004,53.5
AC,31/07/2004,46.6
AC,31/08/2004,58.5
AC,30/09/2004,35.6
AC,31/10/2004,256.9
AC,30/11/2004,288.2
AC,31/12/2004,167.6
AC,31/01/2005,140.0
AC,28/02/2005,394.5
AC,31/03/2005,218.8
AC,30/04/2005,229.4
AC,31/05/2005,49.4
AC,30/06/2005,25.0
AC,31/07/2005,6.3
AC,31/08/2005,0.0
AC,30/09/2005,23.2
AC,31/10/2005,194.6
AC,30/11/2005,131.7
AC,31/12/2005,338.8
AC,31/01/2006,212.3
AC,28/02/2006,373.0
AC,31/03/2006,181.7
AC,30/04/2006,230.0
AC,31/05/2006,98.1
AC,30/06/2006,16.2
AC,31/07/2006,5.5
AC,31/08/2006,66.7
AC,30/09/2006,91.3
AC,31/10/2006,136.6
AC,30/11/2006,233.2
AC,31/12/2006,410.0
AC,31/01/2007,348.2
AC,28/02/2007,267.9
AC,31/03/2007,246.3
AC,30/04/2007,122.8
AC,31/05/2007,30.5
AC,30/06/2007,51.3
AC,31/07/2007,20.3
AC,31/08/2007,38.3
AC,30/09/2007,150.6
AC,31/10/2007,122.6
AC,30/11/2007,145.6
AC,31/12/2007,221.8
AC,31/01/2008,349.8
AC,29/02/2008,284.8
AC,31/03/2008,179.0
AC,30/04/2008,139.5
AC,31/05/2008,54.7
AC,30/06/2008,11.4
AC,31/07/2008,72.6
AC,31/08/2008,32.2
AC,30/09/2008,41.8
AC,31/10/2008,159.4
AC,30/11/2008,228.9
AC,31/12/2008,287.3
AC,31/01/2009,173.7
AC,28/02/2009,274.3
AC,31/03/2009,201.6
AC,30/04/2009,441.0
AC,31/05/2009,150.6
AC,30/06/2009,26.3
AC,31/07/2009,30.8
AC,31/08/2009,132.0
AC,30/09/2009,78.1
AC,31/10/2009,118.3
AC,30/11/2009,249.3
AC,31/12/2009,377.1
AC,31/01/2010,371.6
AC,28/02/2010,261.6
AC,31/03/2010,314.7
AC,30/04/2010,44.2
AC,31/05/2010,90.1
AC,30/06/2010,32.1
AC,31/07/2010,0.6
AC,31/08/2010,37.5
AC,30/09/2010,22.9
AC,31/10/2010,178.3
AC,30/11/2010,175.4
AC,31/12/2010,237.4
AC,31/01/2011,209.9
AC,28/02/2011,176.4
AC,31/03/2011,263.3
AC,30/04/2011,213.5
AC,31/05/2011,50.2
AC,30/06/2011,20.8
AC,31/07/2011,1.8
AC,31/08/2011,30.9
AC,30/09/2011,135.8
AC,31/10/2011,99.9
AC,30/11/2011,289.7
AC,31/12/2011,127.2
AC,31/01/2012,404.4
AC,29/02/2012,452.4
AC,31/03/2012,316.8
AC,30/04/2012,162.5
AC,31/05/2012,127.2
AC,30/06/2012,182.0
AC,31/07/2012,63.1
AC,31/08/2012,96.7
AC,30/09/2012,51.3
AC,31/10/2012,188.3
AC,30/11/2012,372.3
AC,31/12/2012,272.4
AC,31/01/2013,315.1
AC,28/02/2013,217.6
AC,31/03/2013,411.2
AC,30/04/2013,69.6
AC,31/05/2013,34.2
AC,30/06/2013,138.1
AC,31/07/2013,49.7
AC,31/08/2013,48.4
AC,30/09/2013,80.6
AC,31/10/2013,156.4
AC,30/11/2013,241.2
AC,31/12/2013,284.2
AC,31/01/2014,512.2
AC,28/02/2014,228.6
AC,31/03/2014,383.1
AC,30/04/2014,244.1
AC,31/05/2014,205.6
AC,30/06/2014,35.3
AC,31/07/2014,12.2
AC,31/08/2014,79.2
AC,30/09/2014,221.3
AC,31/10/2014,118.1
AC,30/11/2014,195.6
AC,31/12/2014,165.0
AC,31/01/2015,240.4
AC,28/02/2015,287.9
AC,31/03/2015,282.1
AC,30/04/2015,212.2
AC,31/05/2015,170.2
AC,30/06/2015,57.5
AC,31/07/2015,5.9
AC,31/08/2015,46.8
AC,30/09/2015,105.4
AC,31/10/2015,97.8
AC,30/11/2015,327.1
AC,31/12/2015,179.1
AC,31/01/2016,96.3
AC,29/02/2016,220.6
